"","experiment","condition","random_id","exp_phase","trial_order","meaning","noun","case","marker","question","responses","whichPressed","isKa"
"11429","Experiment 2","Optional Frequent","d4xzopess715","exposure",37,"cow","daffin","plural","ka",NA,NA,"ka",1
"11430","Experiment 2","Optional Frequent","d4xzopess715","exposure",38,"truck","spad","singular","is_null",NA,NA,"is_null",0
"11431","Experiment 2","Optional Frequent","d4xzopess715","exposure",39,"sheep","flugat","plural","ka",NA,NA,"is_null",0
"11432","Experiment 2","Optional Frequent","d4xzopess715","exposure",40,"cow","daffin","plural","is_null",NA,NA,"is_null",0
"11433","Experiment 2","Optional Frequent","d4xzopess715","exposure",41,"truck","spad","plural","ka",NA,NA,"ka",1
"11434","Experiment 2","Optional Frequent","d4xzopess715","exposure",42,"pig","mawg","plural","is_null",NA,NA,"is_null",0
"11435","Experiment 2","Optional Frequent","d4xzopess715","exposure",43,"sheep","flugat","plural","ka",NA,NA,"ka",1
"11436","Experiment 2","Optional Frequent","d4xzopess715","exposure",44,"sheep","flugat","plural","ka",NA,NA,"ka",1
"11437","Experiment 2","Optional Frequent","d4xzopess715","exposure",45,"wheelbarrow","geed","plural","ka",NA,NA,"ka",1
"11438","Experiment 2","Optional Frequent","d4xzopess715","exposure",46,"pig","mawg","singular","is_null",NA,NA,"is_null",0
"11439","Experiment 2","Optional Frequent","d4xzopess715","exposure",47,"sheep","flugat","singular","is_null",NA,NA,"is_null",0
"11440","Experiment 2","Optional Frequent","d4xzopess715","exposure",48,"truck","spad","plural","ka",NA,NA,"ka",1
"11441","Experiment 2","Optional Frequent","d4xzopess715","exposure",49,"tractor","clidam","plural","is_null",NA,NA,"is_null",0
"11442","Experiment 2","Optional Frequent","d4xzopess715","exposure",50,"pig","mawg","plural","ka",NA,NA,"ka",1
"11443","Experiment 2","Optional Frequent","d4xzopess715","exposure",51,"truck","spad","plural","ka",NA,NA,"ka",1
"11444","Experiment 2","Optional Frequent","d4xzopess715","exposure",52,"sheep","flugat","singular","is_null",NA,NA,"is_null",0
"11445","Experiment 2","Optional Frequent","d4xzopess715","exposure",53,"wheelbarrow","geed","plural","ka",NA,NA,"ka",1
"11446","Experiment 2","Optional Frequent","d4xzopess715","exposure",54,"truck","spad","singular","is_null",NA,NA,"is_null",0
"11447","Experiment 2","Optional Frequent","d4xzopess715","exposure",55,"wheelbarrow","geed","singular","is_null",NA,NA,"is_null",0
"11448","Experiment 2","Optional Frequent","d4xzopess715","exposure",56,"wheelbarrow","geed","plural","ka",NA,NA,"ka",1
"11449","Experiment 2","Optional Frequent","d4xzopess715","exposure",57,"pig","mawg","plural","ka",NA,NA,"ka",1
"11450","Experiment 2","Optional Frequent","d4xzopess715","exposure",58,"pig","mawg","plural","is_null",NA,NA,"is_null",0
"11451","Experiment 2","Optional Frequent","d4xzopess715","exposure",59,"sheep","flugat","plural","ka",NA,NA,"ka",1
"11452","Experiment 2","Optional Frequent","d4xzopess715","exposure",60,"tractor","clidam","plural","is_null",NA,NA,"is_null",0
"11453","Experiment 2","Optional Frequent","d4xzopess715","exposure",61,"sheep","flugat","plural","ka",NA,NA,"ka",1
"11454","Experiment 2","Optional Frequent","d4xzopess715","exposure",62,"wheelbarrow","geed","plural","is_null",NA,NA,"is_null",0
"11455","Experiment 2","Optional Frequent","d4xzopess715","exposure",63,"pig","mawg","plural","ka",NA,NA,"ka",1
"11456","Experiment 2","Optional Frequent","d4xzopess715","exposure",64,"tractor","clidam","plural","ka",NA,NA,"ka",1
"11457","Experiment 2","Optional Frequent","d4xzopess715","exposure",65,"sheep","flugat","plural","is_null",NA,NA,"is_null",0
"11458","Experiment 2","Optional Frequent","d4xzopess715","exposure",66,"cow","daffin","plural","is_null",NA,NA,"is_null",0
"11459","Experiment 2","Optional Frequent","d4xzopess715","exposure",67,"wheelbarrow","geed","singular","is_null",NA,NA,"is_null",0
"11460","Experiment 2","Optional Frequent","d4xzopess715","exposure",68,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"11461","Experiment 2","Optional Frequent","d4xzopess715","exposure",69,"pig","mawg","plural","is_null",NA,NA,"is_null",0
"11462","Experiment 2","Optional Frequent","d4xzopess715","exposure",70,"tractor","clidam","plural","ka",NA,NA,"ka",1
"11463","Experiment 2","Optional Frequent","d4xzopess715","exposure",71,"cow","daffin","singular","is_null",NA,NA,"is_null",0
"11464","Experiment 2","Optional Frequent","d4xzopess715","exposure",72,"tractor","clidam","singular","is_null",NA,NA,"is_null",0
"11465","Experiment 2","Optional Frequent","d4xzopess715","production",73,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11466","Experiment 2","Optional Frequent","d4xzopess715","production",74,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11467","Experiment 2","Optional Frequent","d4xzopess715","production",75,"truck","spad","plural","is_null",NA,NA,"ka",1
"11468","Experiment 2","Optional Frequent","d4xzopess715","production",76,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11469","Experiment 2","Optional Frequent","d4xzopess715","production",77,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11470","Experiment 2","Optional Frequent","d4xzopess715","production",78,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11471","Experiment 2","Optional Frequent","d4xzopess715","production",79,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11472","Experiment 2","Optional Frequent","d4xzopess715","production",80,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11473","Experiment 2","Optional Frequent","d4xzopess715","production",81,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11474","Experiment 2","Optional Frequent","d4xzopess715","production",82,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11475","Experiment 2","Optional Frequent","d4xzopess715","production",83,"truck","spad","plural","is_null",NA,NA,"ka",1
"11476","Experiment 2","Optional Frequent","d4xzopess715","production",84,"truck","spad","plural","is_null",NA,NA,"ka",1
"11477","Experiment 2","Optional Frequent","d4xzopess715","production",85,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11478","Experiment 2","Optional Frequent","d4xzopess715","production",86,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11479","Experiment 2","Optional Frequent","d4xzopess715","production",87,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11480","Experiment 2","Optional Frequent","d4xzopess715","production",88,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11481","Experiment 2","Optional Frequent","d4xzopess715","production",89,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11482","Experiment 2","Optional Frequent","d4xzopess715","production",90,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11483","Experiment 2","Optional Frequent","d4xzopess715","production",91,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11484","Experiment 2","Optional Frequent","d4xzopess715","production",92,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11485","Experiment 2","Optional Frequent","d4xzopess715","production",93,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11486","Experiment 2","Optional Frequent","d4xzopess715","production",94,"truck","spad","plural","is_null",NA,NA,"ka",1
"11487","Experiment 2","Optional Frequent","d4xzopess715","production",95,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11488","Experiment 2","Optional Frequent","d4xzopess715","production",96,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11489","Experiment 2","Optional Frequent","d4xzopess715","production",97,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11490","Experiment 2","Optional Frequent","d4xzopess715","production",98,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11491","Experiment 2","Optional Frequent","d4xzopess715","production",99,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11492","Experiment 2","Optional Frequent","d4xzopess715","production",100,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11493","Experiment 2","Optional Frequent","d4xzopess715","production",101,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11494","Experiment 2","Optional Frequent","d4xzopess715","production",102,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11495","Experiment 2","Optional Frequent","d4xzopess715","production",103,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11496","Experiment 2","Optional Frequent","d4xzopess715","production",104,"truck","spad","plural","is_null",NA,NA,"ka",1
"11497","Experiment 2","Optional Frequent","d4xzopess715","production",105,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11498","Experiment 2","Optional Frequent","d4xzopess715","production",106,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11499","Experiment 2","Optional Frequent","d4xzopess715","production",107,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11500","Experiment 2","Optional Frequent","d4xzopess715","production",108,"truck","spad","plural","is_null",NA,NA,"ka",1
"11501","Experiment 2","Optional Frequent","d4xzopess715","production",109,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11502","Experiment 2","Optional Frequent","d4xzopess715","production",110,"truck","spad","plural","is_null",NA,NA,"ka",1
"11503","Experiment 2","Optional Frequent","d4xzopess715","production",111,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11504","Experiment 2","Optional Frequent","d4xzopess715","production",112,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11505","Experiment 2","Optional Frequent","d4xzopess715","production",113,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11506","Experiment 2","Optional Frequent","d4xzopess715","production",114,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11507","Experiment 2","Optional Frequent","d4xzopess715","production",115,"truck","spad","plural","is_null",NA,NA,"ka",1
"11508","Experiment 2","Optional Frequent","d4xzopess715","production",116,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11509","Experiment 2","Optional Frequent","d4xzopess715","production",117,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11510","Experiment 2","Optional Frequent","d4xzopess715","production",118,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11511","Experiment 2","Optional Frequent","d4xzopess715","production",119,"wheelbarrow","geed","plural","is_null",NA,NA,"ka",1
"11512","Experiment 2","Optional Frequent","d4xzopess715","production",120,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11513","Experiment 2","Optional Frequent","d4xzopess715","production",121,"sheep","flugat","plural","is_null",NA,NA,"ka",1
"11514","Experiment 2","Optional Frequent","d4xzopess715","production",122,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11515","Experiment 2","Optional Frequent","d4xzopess715","production",123,"cow","daffin","plural","is_null",NA,NA,"ka",1
"11516","Experiment 2","Optional Frequent","d4xzopess715","production",124,"truck","spad","plural","is_null",NA,NA,"ka",1
"11517","Experiment 2","Optional Frequent","d4xzopess715","production",125,"pig","mawg","plural","is_null",NA,NA,"ka",1
"11518","Experiment 2","Optional Frequent","d4xzopess715","production",126,"tractor","clidam","plural","is_null",NA,NA,"ka",1
"11519","Experiment 2","Optional Frequent","d4xzopess715","questionnaire",127,NA,NA,NA,"is_null",1,"{""Q0"":""Plural or singular.
Did not get however why its sometimes no ka if its multiples.
Maybe it depends on what comes before?""}",NA,NA
"11520","Experiment 2","Optional Frequent","d4xzopess715","questionnaire",128,NA,NA,NA,"is_null",2,"{""Q0"":""Like i said before...plural or singular""}",NA,NA
"11521","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",1,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11522","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",2,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11523","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",3,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11524","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",4,"truck","mawg","plural","ka",NA,NA,"ka",1
"11525","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",5,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11526","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",6,"tractor","daffin","plural","ka",NA,NA,"ka",1
"11527","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",7,"cow","flugat","singular","is_null",NA,NA,"is_null",0
"11528","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",8,"cow","flugat","plural","ka",NA,NA,"ka",1
"11529","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",9,"pig","spad","plural","ka",NA,NA,"ka",1
"11530","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",10,"tractor","daffin","singular","is_null",NA,NA,"is_null",0
"11531","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",11,"tractor","daffin","singular","is_null",NA,NA,"is_null",0
"11532","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",12,"cow","flugat","plural","ka",NA,NA,"ka",1
"11533","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",13,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11534","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",14,"cow","flugat","singular","is_null",NA,NA,"is_null",0
"11535","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",15,"wheelbarrow","clidam","singular","is_null",NA,NA,"is_null",0
"11536","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",16,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11537","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",17,"sheep","geed","singular","is_null",NA,NA,"is_null",0
"11538","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",18,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11539","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",19,"tractor","daffin","plural","ka",NA,NA,"ka",1
"11540","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",20,"sheep","geed","plural","ka",NA,NA,"ka",1
"11541","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",21,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11542","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",22,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11543","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",23,"sheep","geed","plural","ka",NA,NA,"ka",1
"11544","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",24,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11545","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",25,"sheep","geed","plural","ka",NA,NA,"ka",1
"11546","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",26,"sheep","geed","plural","ka",NA,NA,"ka",1
"11547","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",27,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11548","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",28,"wheelbarrow","clidam","singular","is_null",NA,NA,"is_null",0
"11549","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",29,"tractor","daffin","plural","ka",NA,NA,"ka",1
"11550","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",30,"truck","mawg","singular","is_null",NA,NA,"is_null",0
"11551","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",31,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11552","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",32,"tractor","daffin","plural","ka",NA,NA,"ka",1
"11553","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",33,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11554","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",34,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11555","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",35,"cow","flugat","plural","ka",NA,NA,"ka",1
"11556","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",36,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11557","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",37,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11558","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",38,"pig","spad","singular","is_null",NA,NA,"is_null",0
"11559","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",39,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"11560","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",40,"truck","mawg","plural","ka",NA,NA,"ka",1
"11561","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",41,"pig","spad","plural","ka",NA,NA,"ka",1
"11562","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",42,"tractor","daffin","singular","is_null",NA,NA,"is_null",0
"11563","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",43,"sheep","geed","singular","is_null",NA,NA,"is_null",0
"11564","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",44,"pig","spad","plural","ka",NA,NA,"ka",1
"11565","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",45,"sheep","geed","singular","is_null",NA,NA,"is_null",0
"11566","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",46,"wheelbarrow","clidam","plural","ka",NA,NA,"is_null",0
"11567","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",47,"truck","mawg","plural","ka",NA,NA,"ka",1
"11568","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",48,"tractor","daffin","plural","ka",NA,NA,"ka",1
"11569","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",49,"cow","flugat","singular","is_null",NA,NA,"is_null",0
"11570","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",50,"cow","flugat","plural","ka",NA,NA,"is_null",0
"11571","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",51,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"11572","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",52,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11573","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",53,"truck","mawg","singular","is_null",NA,NA,"is_null",0
"11574","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",54,"truck","mawg","plural","ka",NA,NA,"ka",1
"11575","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",55,"pig","spad","plural","ka",NA,NA,"ka",1
"11576","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",56,"cow","flugat","plural","ka",NA,NA,"ka",1
"11577","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",57,"sheep","geed","plural","ka",NA,NA,"ka",1
"11578","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",58,"truck","mawg","singular","is_null",NA,NA,"is_null",0
"11579","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",59,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"11580","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",60,"sheep","geed","plural","ka",NA,NA,"ka",1
"11581","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",61,"pig","spad","plural","ka",NA,NA,"ka",1
"11582","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",62,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11583","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",63,"cow","flugat","plural","ka",NA,NA,"ka",1
"11584","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",64,"truck","mawg","plural","ka",NA,NA,"ka",1
"11585","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",65,"pig","spad","singular","is_null",NA,NA,"is_null",0
"11586","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",66,"wheelbarrow","clidam","singular","is_null",NA,NA,"is_null",0
"11587","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",67,"pig","spad","singular","is_null",NA,NA,"is_null",0
"11588","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",68,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"11589","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",69,"wheelbarrow","clidam","plural","ka",NA,NA,"ka",1
"11590","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",70,"truck","mawg","plural","ka",NA,NA,"ka",1
"11591","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",71,"pig","spad","plural","ka",NA,NA,"ka",1
"11592","Experiment 2","Optional Frequent","gp6qpufyfepr","exposure",72,"tractor","daffin","plural","ka",NA,NA,"ka",1
"11593","Experiment 2","Optional Frequent","gp6qpufyfepr","production",73,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11594","Experiment 2","Optional Frequent","gp6qpufyfepr","production",74,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11595","Experiment 2","Optional Frequent","gp6qpufyfepr","production",75,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11596","Experiment 2","Optional Frequent","gp6qpufyfepr","production",76,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11597","Experiment 2","Optional Frequent","gp6qpufyfepr","production",77,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11598","Experiment 2","Optional Frequent","gp6qpufyfepr","production",78,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11599","Experiment 2","Optional Frequent","gp6qpufyfepr","production",79,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11600","Experiment 2","Optional Frequent","gp6qpufyfepr","production",80,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11601","Experiment 2","Optional Frequent","gp6qpufyfepr","production",81,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11602","Experiment 2","Optional Frequent","gp6qpufyfepr","production",82,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11603","Experiment 2","Optional Frequent","gp6qpufyfepr","production",83,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11604","Experiment 2","Optional Frequent","gp6qpufyfepr","production",84,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11605","Experiment 2","Optional Frequent","gp6qpufyfepr","production",85,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11606","Experiment 2","Optional Frequent","gp6qpufyfepr","production",86,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11607","Experiment 2","Optional Frequent","gp6qpufyfepr","production",87,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11608","Experiment 2","Optional Frequent","gp6qpufyfepr","production",88,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11609","Experiment 2","Optional Frequent","gp6qpufyfepr","production",89,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11610","Experiment 2","Optional Frequent","gp6qpufyfepr","production",90,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11611","Experiment 2","Optional Frequent","gp6qpufyfepr","production",91,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11612","Experiment 2","Optional Frequent","gp6qpufyfepr","production",92,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11613","Experiment 2","Optional Frequent","gp6qpufyfepr","production",93,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11614","Experiment 2","Optional Frequent","gp6qpufyfepr","production",94,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11615","Experiment 2","Optional Frequent","gp6qpufyfepr","production",95,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11616","Experiment 2","Optional Frequent","gp6qpufyfepr","production",96,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11617","Experiment 2","Optional Frequent","gp6qpufyfepr","production",97,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11618","Experiment 2","Optional Frequent","gp6qpufyfepr","production",98,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11619","Experiment 2","Optional Frequent","gp6qpufyfepr","production",99,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11620","Experiment 2","Optional Frequent","gp6qpufyfepr","production",100,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11621","Experiment 2","Optional Frequent","gp6qpufyfepr","production",101,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11622","Experiment 2","Optional Frequent","gp6qpufyfepr","production",102,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11623","Experiment 2","Optional Frequent","gp6qpufyfepr","production",103,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11624","Experiment 2","Optional Frequent","gp6qpufyfepr","production",104,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11625","Experiment 2","Optional Frequent","gp6qpufyfepr","production",105,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11626","Experiment 2","Optional Frequent","gp6qpufyfepr","production",106,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11627","Experiment 2","Optional Frequent","gp6qpufyfepr","production",107,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11628","Experiment 2","Optional Frequent","gp6qpufyfepr","production",108,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11629","Experiment 2","Optional Frequent","gp6qpufyfepr","production",109,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11630","Experiment 2","Optional Frequent","gp6qpufyfepr","production",110,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11631","Experiment 2","Optional Frequent","gp6qpufyfepr","production",111,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11632","Experiment 2","Optional Frequent","gp6qpufyfepr","production",112,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11633","Experiment 2","Optional Frequent","gp6qpufyfepr","production",113,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11634","Experiment 2","Optional Frequent","gp6qpufyfepr","production",114,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11635","Experiment 2","Optional Frequent","gp6qpufyfepr","production",115,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11636","Experiment 2","Optional Frequent","gp6qpufyfepr","production",116,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11637","Experiment 2","Optional Frequent","gp6qpufyfepr","production",117,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11638","Experiment 2","Optional Frequent","gp6qpufyfepr","production",118,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11639","Experiment 2","Optional Frequent","gp6qpufyfepr","production",119,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11640","Experiment 2","Optional Frequent","gp6qpufyfepr","production",120,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11641","Experiment 2","Optional Frequent","gp6qpufyfepr","production",121,"tractor","daffin","plural","is_null",NA,NA,"is_null",0
"11642","Experiment 2","Optional Frequent","gp6qpufyfepr","production",122,"cow","flugat","plural","is_null",NA,NA,"is_null",0
"11643","Experiment 2","Optional Frequent","gp6qpufyfepr","production",123,"truck","mawg","plural","is_null",NA,NA,"is_null",0
"11644","Experiment 2","Optional Frequent","gp6qpufyfepr","production",124,"wheelbarrow","clidam","plural","is_null",NA,NA,"is_null",0
"11645","Experiment 2","Optional Frequent","gp6qpufyfepr","production",125,"sheep","geed","plural","is_null",NA,NA,"is_null",0
"11646","Experiment 2","Optional Frequent","gp6qpufyfepr","production",126,"pig","spad","plural","is_null",NA,NA,"is_null",0
"11647","Experiment 2","Optional Frequent","gp6qpufyfepr","questionnaire",127,NA,NA,NA,"is_null",1,"{""Q0"":""I entered Gentif and the name of the item shown. I ignored the word KA at all times as I did not know what it meant or when to use it.""}",NA,NA
"11648","Experiment 2","Optional Frequent","gp6qpufyfepr","questionnaire",128,NA,NA,NA,"is_null",2,"{""Q0"":""Sometimes she used KA other times no. Thinking back maybe she said Ka when the same item was presented immediately after the first??? I'm not sure.""}",NA,NA
"11649","Experiment 2","Optional Frequent","h2tol0eayuey","exposure",1,"wheelbarrow","mawg","plural","is_null",NA,NA,"ka",1
"11650","Experiment 2","Optional Frequent","h2tol0eayuey","exposure",2,"sheep","daffin","plural","ka",NA,NA,"is_null",0
